country,year,deaths,tourists ['000],wri_v,pop_density,gdp_pc
Andorra,2001,0,3516.0,4.32,139.79361,34113.848
Andorra,2002,0,3387.0,4.81,140.15744,36790.104
Andorra,2003,0,3138.0,4.89,141.54893,38084.52
Andorra,2004,0,2791.0,3.52,147.88724,39620.311
Andorra,2005,0,2418.0,3.55,158.17447,40054.289
Andorra,2006,0,2227.0,4.71,164.75745,40528.1
Andorra,2007,0,2189.0,4.35,169.38084,41322.025
Andorra,2008,0,2059.0,4.31,174.25745,40789.16
Andorra,2009,0,1830.0,2.99,177.68724,37775.09
Andorra,2010,0,1808.0,3.18,178.52553,35604.403
Andorra,2011,0,2242.0,3.19,171.75957,36277.258
Andorra,2012,0,2238.0,3.22,165.53404,37637.405
Andorra,2013,0,2328.0,3.25,163.52766,36206.986
Andorra,2014,0,2363.0,4.3,160.04256,35684.129
Andorra,2015,0,2663.0,3.96,156.92554,37300.545
Andorra,2016,0,2819.0,4.26,153.60638,38654.91
Andorra,2017,0,3003.0,4.05,153.61064,40084.982
Andorra,2018,0,3042.0,3.19,156.97873,39361.014
Andorra,2019,0,3090.0,3.09,159.95958,39242.144
Antigua and Barbuda,2001,0,215.0,15.78,170.29318,13498.31
Antigua and Barbuda,2002,0,218.0,14.45,172.91364,12868.395
Antigua and Barbuda,2003,0,239.0,15.81,175.11136,13079.089
Antigua and Barbuda,2004,0,246.0,12.57,177.03636,13701.016
Antigua and Barbuda,2005,0,245.0,10.33,178.9409,14272.305
Antigua and Barbuda,2006,0,254.0,9.01,180.97273,15230.741
Antigua and Barbuda,2007,0,262.0,7.17,183.225,16969.351
Antigua and Barbuda,2008,0,266.0,8.21,185.71819,18736.97
Antigua and Barbuda,2009,0,234.0,11.74,188.46819,19052.817
Antigua and Barbuda,2010,0,230.0,11.69,191.34773,16920.463
Antigua and Barbuda,2011,0,241.0,11.99,193.94772,15754.897
Antigua and Barbuda,2012,0,247.0,10.63,196.25,15633.125
Antigua and Barbuda,2013,0,243.0,13.18,198.35228,15988.54
Antigua and Barbuda,2014,0,249.0,11.1,200.16818,15747.401
Antigua and Barbuda,2015,0,250.0,9.91,201.78181,15966.888
Antigua and Barbuda,2016,0,265.0,8.65,203.22954,16080.907
Antigua and Barbuda,2017,0,247.0,9.86,204.5,16639.229
Antigua and Barbuda,2018,1,269.0,15.86,205.64319,16951.639
Antigua and Barbuda,2019,0,301.0,13.1,206.68637,18040.536
Austria,2001,13,18180.0,11.3,97.102875,38564.53
Austria,2002,0,18611.0,10.65,97.457985,38930.044
Austria,2003,12,19078.0,10.81,97.93553,39315.284
Austria,2004,345,19374.0,10.99,98.431946,39563.545
Austria,2005,0,19952.0,11.08,99.04867,40325.805
Austria,2006,4,20269.0,11.82,99.723755,40982.164
Austria,2007,0,20773.0,11.53,100.21693,42113.754
Austria,2008,5,21935.0,10.72,100.54469,43561.137
Austria,2009,4,21355.0,9.88,100.86343,44054.563
Austria,2010,3,22004.0,10.09,101.127884,42363.626
Austria,2011,0,23012.0,10.06,101.37042,43026.723
Austria,2012,0,24151.0,6.78,101.711975,44137.638
Austria,2013,5,24813.0,6.55,102.17643,44213.016
Austria,2014,4,25291.0,9.43,102.78007,43843.183
Austria,2015,0,26728.0,7.89,103.58473,43831.342
Austria,2016,0,28121.0,8.24,104.75081,43908.42
Austria,2017,0,29460.0,9.19,105.88851,44356.339
Austria,2018,5,30816.0,8.44,106.626015,45050.432
Austria,2019,0,31884.0,8.45,107.14558,45945.714
Bahamas,2001,0,1538.0,10.05,32.35225,32443.653
Bahamas,2002,0,1513.0,8.39,32.75195,32889.005
Bahamas,2003,0,1505.0,9.99,33.12937,33393.713
Bahamas,2004,0,1561.0,10.26,33.528973,32578.084
Bahamas,2005,12,1625.0,15.48,33.945454,32462.898
Bahamas,2006,1,1613.0,15.69,34.356144,33163.754
Bahamas,2007,0,1538.0,15.65,34.803795,33561.13
Bahamas,2008,1,1469.0,15.91,35.299,33568.829
Bahamas,2009,0,1336.0,16.06,35.777523,32350.657
Bahamas,2010,0,1378.0,13.2,36.244354,30599.026
Bahamas,2011,0,1355.0,13.22,36.711487,30675.085
Bahamas,2012,0,1431.0,15.45,37.13666,30510.296
Bahamas,2013,1,1377.0,13.27,37.50989,31111.797
Bahamas,2014,0,1444.0,14.92,37.85784,29943.207
Bahamas,2015,0,1496.0,15.8,38.19301,30229.501
Bahamas,2016,33,1499.0,19.74,38.497,30289.329
Bahamas,2017,0,1452.0,18.62,38.76723,29788.54
Bahamas,2018,0,1633.0,19.16,39.01059,30431.924
Bahamas,2019,0,1807.0,19.75,39.232567,31054.733
Barbados,2001,0,507.0,9.85,609.46747,16941.758
Barbados,2002,0,498.0,9.91,610.3,16517.872
Barbados,2003,0,531.0,14.72,614.31396,16539.953
Barbados,2004,0,552.0,15.33,618.11395,16795.563
Barbados,2005,1,548.0,13.67,621.6209,16934.857
Barbados,2006,0,563.0,15.94,624.9233,17514.064
Barbados,2007,0,575.0,15.5,627.93256,18418.016
Barbados,2008,0,568.0,15.0,630.9256,19382.219
Barbados,2009,0,519.0,12.89,634.2302,20080.473
Barbados,2010,0,532.0,10.07,637.5279,19627.358
Barbados,2011,0,568.0,13.09,640.1186,19763.952
Barbados,2012,0,536.0,12.38,642.2093,19555.732
Barbados,2013,0,509.0,12.44,644.06744,19438.218
Barbados,2014,0,521.0,12.14,645.7419,19191.438
Barbados,2015,0,592.0,12.21,647.3372,19160.122
Barbados,2016,0,632.0,7.78,648.8349,18954.291
Barbados,2017,0,664.0,9.37,650.2419,19251.983
Barbados,2018,1,680.0,8.31,651.5744,19237.288
Barbados,2019,0,523.0,8.91,652.8349,18974.857
Belarus,2001,0,221.0,14.18,49.2304,2612.555
Belarus,2002,0,209.0,13.2,48.96806,2750.665
Belarus,2003,0,229.0,13.57,48.649673,2907.332
Belarus,2004,0,239.0,18.62,48.3034,3132.991
Belarus,2005,0,253.0,8.86,47.96792,3515.416
Belarus,2006,0,292.0,9.33,47.636528,3874.082
Belarus,2007,5,368.0,14.23,47.34191,4287.934
Belarus,2008,0,477.0,14.25,47.120644,4677.628
Belarus,2009,0,512.0,12.68,46.954212,5175.093
Belarus,2010,0,677.0,12.77,46.845695,5195.074
Belarus,2011,0,783.0,10.8,46.763992,5607.46
Belarus,2012,0,993.0,8.4,46.675232,5929.646
Belarus,2013,0,1003.0,10.15,46.627617,6039.423
Belarus,2014,4,1080.0,10.95,46.63441,6095.965
Belarus,2015,2,966.0,12.76,46.675064,6197.052
Belarus,2016,0,1929.0,8.51,46.74693,5950.567
Belarus,2017,0,2000.0,11.76,46.80496,5796.778
Belarus,2018,43,2142.0,11.94,46.78883,5946.352
Belarus,2019,0,2206.0,12.97,46.711166,6143.86
Belgium,2001,0,6452.0,12.58,338.56403,35876.681
Belgium,2002,0,6720.0,12.18,339.72937,36146.763
Belgium,2003,5,6690.0,12.38,341.24753,36600.197
Belgium,2004,1175,6710.0,12.49,342.6771,36825.819
Belgium,2005,0,6747.0,12.51,344.1644,37976.132
Belgium,2006,2,6995.0,12.76,346.06616,38644.268
Belgium,2007,940,7045.0,10.95,348.36343,39369.279
Belgium,2008,2,7165.0,8.63,350.9078,40520.874
Belgium,2009,0,6815.0,6.4,353.68927,40381.907
Belgium,2010,1,7186.0,5.31,357.0983,39233.888
Belgium,2011,5,7494.0,10.22,361.18292,39841.495
Belgium,2012,5,7560.0,10.1,364.55167,40235.622
Belgium,2013,3,7684.0,7.82,366.82703,40072.379
Belgium,2014,0,7887.0,7.7,368.56924,40004.785
Belgium,2015,0,8355.0,7.71,370.2151,40530.073
Belgium,2016,410,7481.0,6.27,372.36896,40889.674
Belgium,2017,4,8385.0,10.74,374.26376,41168.24
Belgium,2018,0,9119.0,10.82,375.71277,41614.123
Belgium,2019,1,9343.0,11.88,377.4309,42202.634
Bulgaria,2001,14,3186.0,19.04,73.69675,3796.768
Bulgaria,2002,2,3433.0,19.03,73.03293,3977.777
Bulgaria,2003,1,4048.0,18.94,72.42031,4246.975
Bulgaria,2004,0,4630.0,18.31,71.89024,4502.344
Bulgaria,2005,0,4837.0,12.43,71.38384,4829.488
Bulgaria,2006,39,5158.0,18.61,70.8829,5206.811
Bulgaria,2007,18,5151.0,18.88,70.37852,5600.863
Bulgaria,2008,17,5780.0,18.82,69.886665,6015.616
Bulgaria,2009,10,5739.0,17.12,69.41405,6427.806
Bulgaria,2010,0,6047.0,17.0,68.97583,6252.135
Bulgaria,2011,3,6328.0,16.74,68.51137,6392.415
Bulgaria,2012,0,6541.0,16.63,67.98105,6576.939
Bulgaria,2013,38,6898.0,20.52,67.4007,6683.25
Bulgaria,2014,0,7311.0,16.41,66.91788,6694.934
Bulgaria,2015,21,7099.0,21.17,66.53878,6797.002
Bulgaria,2016,5,8252.0,21.0,66.115654,7072.908
Bulgaria,2017,0,8883.0,19.12,65.65435,7338.183
Bulgaria,2018,4,9273.0,18.23,65.177246,7594.879
Bulgaria,2019,0,7775.0,18.85,64.70841,7844.932
Cabo Verde,2001,0,134.0,13.33,112.490074,1973.737
Cabo Verde,2002,0,126.0,13.57,114.21836,2088.749
Cabo Verde,2003,0,150.0,13.46,115.89479,2194.214
Cabo Verde,2004,0,157.0,13.14,117.46501,2294.378
Cabo Verde,2005,0,198.0,13.09,118.95211,2392.047
Cabo Verde,2006,0,242.0,12.08,120.37916,2549.133
Cabo Verde,2007,0,267.0,13.01,121.76874,2810.025
Cabo Verde,2008,0,285.0,12.66,123.12556,3056.971
Cabo Verde,2009,0,287.0,8.1,124.40745,3238.442
Cabo Verde,2010,9,336.0,11.86,125.59504,3159.587
Cabo Verde,2011,0,428.0,11.91,126.499504,3194.617
Cabo Verde,2012,0,482.0,14.4,126.911415,3309.201
Cabo Verde,2013,0,503.0,17.38,127.03871,3341.742
Cabo Verde,2014,0,494.0,16.1,127.10447,3361.094
Cabo Verde,2015,0,520.0,22.7,127.13003,3383.842
Cabo Verde,2016,9,598.0,21.77,127.147644,3415.063
Cabo Verde,2017,0,668.0,22.91,127.18511,3560.14
Cabo Verde,2018,0,710.0,18.69,127.270226,3719.713
Cabo Verde,2019,0,758.0,18.61,127.39901,3853.679
Canada,2001,11,19679.0,14.89,3.5149453,37653.972
Canada,2002,12,20057.0,14.14,3.551558,37964.576
Canada,2003,2,17534.0,14.15,3.588196,38703.96
Canada,2004,7,19145.0,14.15,3.6224337,39030.681
Canada,2005,0,18771.0,14.08,3.6561356,39866.744
Canada,2006,4,18265.0,14.32,3.6911228,40756.626
Canada,2007,1,17935.0,13.85,3.7274196,41424.419
Canada,2008,6,17142.0,12.13,3.7653089,41848.189
Canada,2009,0,15737.0,13.61,3.80592,41813.768
Canada,2010,2,16219.0,11.39,3.8488479,40142.083
Canada,2011,0,16016.0,11.84,3.8910077,40934.408
Canada,2012,7,16344.0,11.87,3.9318042,41780.533
Canada,2013,0,16059.0,11.65,3.9735696,42067.2
Canada,2014,14,16537.0,14.49,4.0157723,42593.216
Canada,2015,0,17977.0,14.72,4.0545545,43398.02
Canada,2016,0,19971.0,14.8,4.091872,43281.739
Canada,2017,0,20883.0,14.75,4.1363735,43260.758
Canada,2018,2,21134.0,14.74,4.188162,44022.049
Canada,2019,70,22145.0,14.97,4.243517,44639.545
Croatia,2001,41,6544.0,18.14,77.30709,9081.701
Croatia,2002,0,6944.0,17.88,76.85988,9418.751
Croatia,2003,0,7409.0,17.64,76.94394,9954.456
Croatia,2004,788,7912.0,17.54,76.96002,10506.551
Croatia,2005,0,7743.0,17.95,77.020195,10936.168
Croatia,2006,7,7988.0,17.08,77.08981,11399.096
Croatia,2007,0,8559.0,16.82,77.12298,11973.191
Croatia,2008,12,8665.0,16.59,77.125786,12577.255
Croatia,2009,0,8694.0,13.22,77.10213,12828.782
Croatia,2010,0,9111.0,13.16,77.02889,11966.008
Croatia,2011,0,9927.0,12.85,76.86115,11832.133
Croatia,2012,0,10369.0,13.96,76.49798,11876.679
Croatia,2013,7,10948.0,13.66,76.1121,11667.849
Croatia,2014,0,11623.0,13.51,75.81135,11699.463
Croatia,2015,3,12683.0,15.95,75.4018,11697.474
Croatia,2016,0,13809.0,15.89,74.7629,12071.504
Croatia,2017,0,15593.0,13.33,73.91776,12632.083
Croatia,2018,0,16645.0,16.15,72.89489,13229.621
Croatia,2019,0,17353.0,14.74,71.92402,13797.674
Czech Republic,2001,3,5405.0,15.96,132.62378,12566.311
Czech Republic,2002,0,4743.0,14.92,132.56073,12939.05
Czech Republic,2003,20,7641.0,14.52,132.65831,13125.216
Czech Republic,2004,418,9047.0,13.49,132.78052,13545.964
Czech Republic,2005,0,9404.0,14.83,132.94305,14170.212
Czech Republic,2006,16,9539.0,14.11,133.18535,15046.143
Czech Republic,2007,6,9370.0,14.63,133.50195,16004.634
Czech Republic,2008,4,9373.0,10.68,133.92879,16829.279
Czech Republic,2009,2,8848.0,8.2,134.45685,17201.101
Czech Republic,2010,19,8629.0,9.07,135.00989,16308.647
Czech Republic,2011,25,9019.0,8.73,135.56763,16682.456
Czech Republic,2012,0,10123.0,8.83,135.97537,16927.215
Czech Republic,2013,32,10300.0,8.2,136.12865,16777.861
Czech Republic,2014,15,10649.0,10.74,136.1782,16764.738
Czech Republic,2015,0,11619.0,9.2,136.2567,17131.26
Czech Republic,2016,0,12808.0,9.21,136.34991,17968.474
Czech Republic,2017,0,13665.0,11.0,136.44745,18419.035
Czech Republic,2018,0,14282.6,12.05,136.5692,19354.693
Czech Republic,2019,3,14651.0,12.04,136.66754,19888.16
Denmark,2001,0,3684.0,7.16,133.49147,49266.601
Denmark,2002,0,3436.0,6.53,133.97063,49556.735
Denmark,2003,1,3474.0,6.37,134.39917,49624.338
Denmark,2004,0,4421.0,5.61,134.76552,49707.667
Denmark,2005,0,9178.0,4.63,135.11485,50955.597
Denmark,2006,4,9256.0,6.69,135.48875,52014.004
Denmark,2007,0,9284.0,4.5,135.93562,53821.694
Denmark,2008,0,9016.0,4.55,136.5401,54112.303
Denmark,2009,0,8547.0,5.09,137.34406,53571.14
Denmark,2010,0,8744.0,5.24,138.07922,50635.197
Denmark,2011,0,7864.0,5.39,138.69662,51207.788
Denmark,2012,0,8443.0,5.28,139.2712,51664.962
Denmark,2013,0,8557.0,5.37,139.79778,51467.514
Denmark,2014,2,10267.0,5.22,140.38333,51966.68
Denmark,2015,0,10424.0,5.26,141.09488,52365.403
Denmark,2016,0,10781.0,6.37,142.09245,53091.977
Denmark,2017,0,12426.0,4.17,143.2049,54298.393
Denmark,2018,0,12749.0,6.38,144.1291,55599.201
Denmark,2019,0,14725.0,6.27,144.8456,56353.245
Dominica,2001,0,66.0,13.0,91.36933,6236.415
Dominica,2002,0,69.0,12.34,91.06533,6252.786
Dominica,2003,0,73.0,13.25,91.18,6068.937
Dominica,2004,0,80.0,10.61,91.402664,6439.058
Dominica,2005,0,79.0,10.47,91.552,6624.088
Dominica,2006,0,84.0,14.35,91.666664,6659.288
Dominica,2007,0,81.0,14.1,91.764,6962.281
Dominica,2008,2,81.0,17.28,91.816,7400.183
Dominica,2009,0,75.0,14.14,91.821335,7926.349
Dominica,2010,0,77.0,7.05,91.83867,7832.506
Dominica,2011,0,76.0,12.76,91.82933,7885.762
Dominica,2012,0,79.0,16.65,92.097336,7846.028
Dominica,2013,0,78.0,14.06,92.184,7755.639
Dominica,2014,0,81.5,10.9,92.97733,7612.336
Dominica,2015,0,75.0,14.51,93.849335,7876.586
Dominica,2016,30,78.0,18.03,93.905334,7679.833
Dominica,2017,0,72.0,10.77,92.836,7983.236
Dominica,2018,64,63.0,18.46,91.352,7563.288
Dominica,2019,0,90.0,19.02,90.92667,7881.436
Estonia,2001,0,1320.0,9.54,32.678387,10006.684
Estonia,2002,0,1362.0,9.57,32.471905,10662.515
Estonia,2003,0,1462.0,8.58,32.267555,11473.955
Estonia,2004,0,1750.0,8.3,32.066643,12422.866
Estonia,2005,0,1917.0,9.33,31.875603,13347.294
Estonia,2006,1,1940.0,12.89,31.692327,14702.826
Estonia,2007,3,1900.0,12.8,31.506083,16233.671
Estonia,2008,0,2222.0,13.01,31.361614,17543.139
Estonia,2009,0,2180.0,12.92,31.276678,16689.197
Estonia,2010,0,2511.0,12.05,31.21703,14274.712
Estonia,2011,0,2823.0,8.62,31.14503,14658.237
Estonia,2012,0,2957.0,8.58,31.049498,15821.888
Estonia,2013,1,3111.0,8.55,30.938362,16461.68
Estonia,2014,0,3160.0,8.51,30.828539,16810.528
Estonia,2015,0,2961.0,8.32,30.747532,17414.919
Estonia,2016,0,3131.0,7.95,30.75041,17733.359
Estonia,2017,0,3244.0,8.31,30.780117,18264.168
Estonia,2018,0,3226.0,8.39,30.817076,19270.214
Estonia,2019,7,3336.0,8.46,30.92332,19914.526
Fiji,2001,0,348.0,19.65,46.026985,3962.908
Fiji,2002,0,398.0,20.01,46.502792,4000.836
Fiji,2003,0,431.0,19.15,46.965355,4088.188
Fiji,2004,17,504.0,20.56,47.416367,4089.808
Fiji,2005,16,545.0,20.19,47.85818,4266.771
Fiji,2006,0,549.0,20.27,48.29688,4257.62
Fiji,2007,4,540.0,19.83,48.73399,4297.597
Fiji,2008,7,585.0,15.54,49.14302,4223.498
Fiji,2009,7,542.0,15.5,49.447346,4239.446
Fiji,2010,14,632.0,16.91,49.6578,4162.401
Fiji,2011,2,675.0,19.53,49.831802,4272.298
Fiji,2012,0,661.0,14.17,49.97214,4375.566
Fiji,2013,17,659.0,17.13,50.077724,4427.963
Fiji,2014,0,693.0,13.92,50.156487,4630.335
Fiji,2015,0,755.0,16.08,50.22381,4883.243
Fiji,2016,0,792.0,13.35,50.278324,5097.532
