country,year,deaths,tourists ['000],wri_v,pop_density,gdp_pc
Panama,2009,28,1200.0,20.38,47.19124,9970.025
Panama,2010,0,1324.0,19.82,48.050457,9945.759
Panama,2011,15,1473.0,19.87,48.915302,10372.983
Panama,2012,0,1606.0,20.08,49.791172,11380.387
Panama,2013,6,1658.0,24.26,50.677555,12314.727
Panama,2014,0,1745.0,23.89,51.568253,12979.619
Panama,2015,9,2110.0,21.57,52.46832,13446.95
Panama,2016,0,1921.0,19.62,53.38412,14019.436
Panama,2017,7,1843.0,22.22,54.314976,14508.819
Panama,2018,7,1785.0,21.99,55.25349,15108.876
Panama,2019,0,1753.0,16.05,56.185764,15455.964
Poland,2001,84,15000.0,14.87,124.98555,7401.685
Poland,2002,297,13980.0,13.75,124.95054,7495.102
Poland,2003,192,13720.0,12.5,124.89189,7641.184
Poland,2004,0,14290.0,12.95,124.80734,7915.771
Poland,2005,1,15200.0,11.95,124.689865,8326.583
Poland,2006,194,15670.0,11.8,124.54877,8607.839
Poland,2007,0,14975.0,9.74,124.37494,9154.484
Poland,2008,19,12960.0,11.31,124.209145,9786.412
Poland,2009,84,11890.0,11.9,124.12905,10222.018
Poland,2010,307,12470.0,10.12,124.14947,10487.611
Poland,2011,228,13350.0,12.33,124.45396,10793.486
Poland,2012,26,14840.0,10.3,124.82406,11327.048
Poland,2013,274,15800.0,11.6,124.952194,11486.497
Poland,2014,29,16000.0,11.39,124.98944,11561.647
Poland,2015,78,16728.0,12.15,125.00854,12013.086
Poland,2016,78,17471.0,10.32,125.01246,12545.084
Poland,2017,23,18258.0,10.34,125.00248,12926.377
Poland,2018,6,19622.0,13.28,124.97538,13595.355
Poland,2019,9,21158.0,13.41,124.92999,14449.748
Portugal,2001,5,12167.0,13.62,112.255104,18834.346
Portugal,2002,6,11644.0,10.8,113.03162,19068.541
Portugal,2003,1,11707.0,10.67,113.672585,19107.189
Portugal,2004,2710,10639.0,9.37,114.122345,18854.791
Portugal,2005,2,10612.0,10.79,114.41862,19142.365
Portugal,2006,477,11282.0,10.7,114.65449,19252.33
Portugal,2007,44,6788.0,10.69,114.88515,19525.913
Portugal,2008,0,6962.0,10.74,115.13294,19972.256
Portugal,2009,2,6439.0,10.19,115.321396,20003.289
Portugal,2010,0,6756.0,9.0,115.45435,19356.443
Portugal,2011,46,7264.0,10.86,115.480484,19688.33
Portugal,2012,0,7503.0,12.17,115.24459,19390.573
Portugal,2013,0,9177.0,12.08,114.76542,18682.773
Portugal,2014,10,10497.0,11.8,114.16646,18595.938
Portugal,2015,1,11723.0,11.78,113.59789,18827.598
Portugal,2016,0,13359.0,12.95,113.20557,19193.192
Portugal,2017,4,15432.0,14.32,112.94481,19623.066
Portugal,2018,109,16186.0,14.32,112.77518,20303.988
Portugal,2019,2,17283.0,7.97,112.715324,20913.317
Saint Kitts and Nevis,2001,0,71.0,9.39,174.12308,14500.084
Saint Kitts and Nevis,2002,0,69.0,9.34,176.09616,15060.925
Saint Kitts and Nevis,2003,0,91.0,12.43,177.1077,15207.322
Saint Kitts and Nevis,2004,0,118.0,10.39,177.6923,14594.452
Saint Kitts and Nevis,2005,0,141.0,8.78,178.21924,15129.862
Saint Kitts and Nevis,2006,0,139.0,7.08,178.68846,16633.368
Saint Kitts and Nevis,2007,0,123.0,7.25,179.2,17184.595
Saint Kitts and Nevis,2008,0,128.0,7.11,179.74615,17272.639
Saint Kitts and Nevis,2009,0,83.0,7.52,180.21924,18325.761
Saint Kitts and Nevis,2010,0,98.0,7.48,180.54231,17671.255
Saint Kitts and Nevis,2011,0,104.0,7.25,180.27307,17688.069
Saint Kitts and Nevis,2012,0,104.0,6.07,180.45,17958.681
Saint Kitts and Nevis,2013,0,107.0,7.77,180.98462,17770.496
Saint Kitts and Nevis,2014,0,113.0,7.94,181.12308,18773.893
Saint Kitts and Nevis,2015,0,118.0,7.78,181.2,20187.806
Saint Kitts and Nevis,2016,0,116.0,8.27,181.18462,20328.8
Saint Kitts and Nevis,2017,0,115.0,6.72,181.15,21133.658
Saint Kitts and Nevis,2018,0,125.0,15.23,181.0577,21191.605
Saint Kitts and Nevis,2019,0,120.0,13.78,180.8923,21635.497
Saint Lucia,2001,0,250.0,18.42,260.03934,9067.721
Saint Lucia,2002,0,253.0,13.64,262.7,8670.079
Saint Lucia,2003,0,277.0,17.89,265.0082,8630.562
Saint Lucia,2004,0,298.0,17.58,267.18854,8924.887
Saint Lucia,2005,0,318.0,10.88,269.2623,9499.904
Saint Lucia,2006,0,303.0,12.01,271.2459,9391.66
Saint Lucia,2007,0,287.0,12.23,273.2082,9902.33
Saint Lucia,2008,1,296.0,8.92,275.0262,10025.102
Saint Lucia,2009,0,278.0,9.92,276.74753,10453.21
Saint Lucia,2010,0,306.0,10.04,278.4918,10226.602
Saint Lucia,2011,14,312.0,17.22,280.19836,10210.678
Saint Lucia,2012,0,307.0,12.76,281.6623,10597.013
Saint Lucia,2013,0,319.0,15.86,282.94263,10537.259
Saint Lucia,2014,6,338.0,15.47,284.22952,10279.416
Saint Lucia,2015,0,345.0,12.11,285.4836,10369.918
Saint Lucia,2016,0,348.0,11.34,286.75247,10334.986
Saint Lucia,2017,0,386.0,18.51,287.95245,10644.161
Saint Lucia,2018,0,395.0,9.93,289.10165,10960.463
Saint Lucia,2019,0,424.0,14.47,290.2164,11233.866
Saint Vincent and the Grenadines,2001,0,71.0,14.36,291.18204,5067.955
Saint Vincent and the Grenadines,2002,0,78.0,11.85,291.04102,5158.566
Saint Vincent and the Grenadines,2003,4,79.0,11.6,290.67947,5441.517
Saint Vincent and the Grenadines,2004,0,87.0,12.53,290.12564,5816.225
Saint Vincent and the Grenadines,2005,0,96.0,13.86,289.37436,6071.95
Saint Vincent and the Grenadines,2006,0,97.0,16.08,288.3718,6244.358
Saint Vincent and the Grenadines,2007,0,90.0,13.77,287.24872,6707.285
Saint Vincent and the Grenadines,2008,0,84.0,14.21,286.01025,6960.171
Saint Vincent and the Grenadines,2009,0,75.0,11.55,284.7359,7020.0
Saint Vincent and the Grenadines,2010,0,72.0,10.92,283.38718,6955.838
Saint Vincent and the Grenadines,2011,0,74.0,13.32,281.98462,6678.041
Saint Vincent and the Grenadines,2012,0,74.0,15.52,280.4282,6674.597
Saint Vincent and the Grenadines,2013,0,72.0,15.35,278.85385,6790.673
Saint Vincent and the Grenadines,2014,12,71.0,18.07,277.3231,6996.588
Saint Vincent and the Grenadines,2015,0,75.0,14.43,275.78204,7116.221
Saint Vincent and the Grenadines,2016,0,79.0,9.85,274.29486,7353.736
Saint Vincent and the Grenadines,2017,1,76.0,11.27,272.73077,7702.894
Saint Vincent and the Grenadines,2018,0,80.0,11.18,270.95898,7882.316
Saint Vincent and the Grenadines,2019,0,84.0,10.84,269.07437,8179.982
Samoa,2001,0,88.0,11.08,65.35791,3023.12
Samoa,2002,0,89.0,12.36,65.88993,3240.065
Samoa,2003,0,92.0,12.61,66.36043,3319.187
Samoa,2004,0,98.0,12.51,66.70756,3488.723
Samoa,2005,1,102.0,13.0,67.0018,3626.338
Samoa,2006,9,110.0,13.07,67.26367,3794.817
Samoa,2007,0,117.0,13.0,67.52662,3818.781
Samoa,2008,0,118.0,13.0,67.901436,4049.766
Samoa,2009,0,122.0,10.81,68.38741,3949.772
Samoa,2010,148,122.0,21.56,68.89568,3880.56
Samoa,2011,0,121.0,10.85,69.43705,3912.305
Samoa,2012,0,126.0,16.77,70.04533,3943.25
Samoa,2013,12,116.0,21.28,70.689926,3756.436
Samoa,2014,0,120.4,16.21,71.32518,3822.606
Samoa,2015,0,128.0,19.99,71.96079,3889.192
Samoa,2016,0,134.0,21.92,72.58777,4091.369
Samoa,2017,0,146.0,19.91,73.20467,4237.801
Samoa,2018,0,164.0,11.42,73.893166,4177.636
Samoa,2019,0,172.0,14.35,74.67446,4255.362
San Marino,2001,0,49.0,3.97,447.05,65633.96
San Marino,2002,0,46.0,4.31,452.88333,68435.905
San Marino,2003,0,41.0,4.46,458.58334,67740.442
San Marino,2004,0,42.0,4.4,464.51666,69498.681
San Marino,2005,0,50.0,4.43,470.5,71775.683
San Marino,2006,0,50.0,4.46,476.66666,72492.54
San Marino,2007,0,69.0,4.52,482.76666,74324.554
San Marino,2008,0,115.0,4.53,488.9,75939.722
San Marino,2009,0,151.0,5.11,495.35,76192.578
San Marino,2010,0,120.0,5.22,501.91666,65592.399
San Marino,2011,0,156.0,4.73,510.8,61452.8
San Marino,2012,0,139.0,4.0,536.56665,52964.986
San Marino,2013,0,71.0,4.69,558.23334,47082.394
San Marino,2014,0,75.0,4.82,560.68335,45449.843
San Marino,2015,0,54.0,4.8,562.55,44880.815
San Marino,2016,0,60.0,4.62,565.45,41868.983
San Marino,2017,0,78.0,3.56,569.8,42572.196
San Marino,2018,0,84.0,3.56,573.4167,42558.301
San Marino,2019,0,111.0,3.59,575.95,42740.71
Saudi Arabia,2001,133,6727.0,11.88,7.5256124,21862.72
Saudi Arabia,2002,35,7511.0,11.67,7.927378,20826.213
Saudi Arabia,2003,19,7332.0,11.19,8.331857,19678.762
Saudi Arabia,2004,12,8599.0,18.11,8.739293,20406.454
Saudi Arabia,2005,5,8037.0,27.7,9.149918,21172.903
Saudi Arabia,2006,63,8620.0,28.01,9.564117,21460.139
Saudi Arabia,2007,0,11531.0,29.11,9.982435,21242.13
Saudi Arabia,2008,0,14757.0,28.99,10.405367,20829.843
Saudi Arabia,2009,0,10897.0,18.85,10.833137,21255.4
Saudi Arabia,2010,161,10850.0,27.61,11.265651,20221.323
Saudi Arabia,2011,24,14179.0,21.44,11.702681,20447.169
Saudi Arabia,2012,11,16332.0,25.94,12.143908,21870.484
Saudi Arabia,2013,19,15772.0,13.49,12.589001,22238.381
Saudi Arabia,2014,39,18260.0,14.94,13.037613,22017.473
Saudi Arabia,2015,0,17994.0,11.2,13.489447,22091.06
Saudi Arabia,2016,23,18044.0,18.0,13.943846,22334.805
Saudi Arabia,2017,24,16109.0,21.48,14.289412,22205.385
Saudi Arabia,2018,4,15334.0,19.87,14.319461,22360.667
Saudi Arabia,2019,0,17526.0,24.08,14.125348,23393.149
Seychelles,2001,0,130.0,19.19,181.17174,10288.125
Seychelles,2002,0,132.0,16.6,183.9587,9905.274
Seychelles,2003,0,122.0,10.6,186.6913,9884.247
Seychelles,2004,0,121.0,11.45,189.25217,9133.377
Seychelles,2005,3,129.0,11.4,191.68478,8834.96
Seychelles,2006,0,141.0,10.78,194.10435,9510.939
Seychelles,2007,0,161.0,11.06,196.50217,10278.006
Seychelles,2008,0,159.0,11.21,198.87608,11258.832
Seychelles,2009,0,158.0,11.15,201.2239,10933.962
Seychelles,2010,0,175.0,6.26,203.57391,10731.819
Seychelles,2011,0,194.0,6.82,206.50652,11254.976
Seychelles,2012,0,208.0,5.93,210.9587,11656.92
Seychelles,2013,0,230.0,8.03,216.44565,11828.219
Seychelles,2014,0,233.0,17.03,221.9739,12276.897
Seychelles,2015,0,276.0,11.85,227.52826,12566.889
Seychelles,2016,0,303.0,13.14,233.14565,13358.296
Seychelles,2017,0,350.0,13.36,238.77391,14623.64
Seychelles,2018,0,362.0,11.18,244.4413,15278.05
Seychelles,2019,0,384.0,9.6,250.11522,15668.541
Singapore,2001,2,5857.0,3.74,5620.127,34826.461
Singapore,2002,0,5855.0,4.59,5732.8257,33776.185
Singapore,2003,0,4703.0,4.72,5775.624,34841.267
Singapore,2004,0,6553.0,4.67,5763.567,36502.05
Singapore,2005,0,7079.0,4.74,5811.6533,39798.342
Singapore,2006,0,7588.0,4.32,5944.7954,41773.008
Singapore,2007,0,7957.0,3.95,6137.972,44102.365
Singapore,2008,0,7778.0,3.99,6401.833,46099.286
Singapore,2009,0,7488.0,3.98,6694.627,44904.585
Singapore,2010,0,9161.0,4.51,6920.0195,43497.621
Singapore,2011,0,10390.0,4.53,7071.0586,48749.344
Singapore,2012,0,11098.0,5.2,7217.6074,50727.713
Singapore,2013,0,11899.0,5.1,7372.3467,51865.798
Singapore,2014,0,11864.0,5.14,7500.8203,53433.309
Singapore,2015,0,12052.0,4.54,7601.531,54800.397
Singapore,2016,0,12913.0,4.04,7695.464,55742.913
Singapore,2017,0,13903.0,3.7,7768.713,57198.91
Singapore,2018,0,14673.0,3.21,7805.1353,59501.327
Singapore,2019,0,15119.0,4.44,7847.3066,61262.92
Slovenia,2001,0,1219.0,15.31,98.66794,16163.261
Slovenia,2002,0,1302.0,14.33,98.81031,16596.553
Slovenia,2003,0,1373.0,13.86,98.90402,17125.056
Slovenia,2004,289,1499.0,9.17,98.95011,17664.065
Slovenia,2005,1,1555.0,12.39,99.002205,18457.304
Slovenia,2006,0,1617.0,11.98,99.16942,19136.332
Slovenia,2007,0,1751.0,10.73,99.47736,20204.326
Slovenia,2008,6,1958.0,11.51,100.02577,21528.067
Slovenia,2009,0,1824.0,10.96,100.56862,22133.966
Slovenia,2010,0,2049.0,9.48,101.09106,20348.132
Slovenia,2011,3,2236.0,11.38,101.53806,20483.826
Slovenia,2012,0,2377.0,11.22,101.74634,20575.899
Slovenia,2013,0,2502.0,11.97,101.97066,19932.057
Slovenia,2014,0,2675.0,12.0,102.1261,19737.869
Slovenia,2015,3,3022.0,11.89,102.222595,20263.881
Slovenia,2016,0,3397.0,12.08,102.299614,20733.285
Slovenia,2017,0,3991.0,11.5,102.37078,21347.642
Slovenia,2018,0,4425.0,12.23,102.42198,22440.965
Slovenia,2019,0,4702.0,14.67,102.773285,23343.64
Spain,2001,26,48565.0,12.62,82.083336,23841.299
Spain,2002,12,50331.0,10.34,82.53524,24640.011
Spain,2003,0,50854.0,10.27,83.555984,25009.649
Spain,2004,15095,52430.0,9.01,85.058464,25289.997
Spain,2005,29,55914.0,10.35,86.51528,25638.543
Spain,2006,20,58004.0,10.35,87.9647,26111.572
Spain,2007,27,58666.0,10.2,89.43861,26719.669
Spain,2008,6,57192.0,12.9,91.0816,27164.789
Spain,2009,0,52178.0,10.68,92.51947,26947.777
Spain,2010,20,52677.0,10.43,93.32015,25709.851
Spain,2011,5,56177.0,10.74,93.73094,25621.263
Spain,2012,11,57464.0,13.16,94.04626,25371.956
Spain,2013,15,60675.0,14.22,94.086845,24634.391
Spain,2014,0,64939.0,14.15,93.77081,24364.619
Spain,2015,3,68175.0,13.61,93.49025,24809.306
Spain,2016,4,75315.0,13.89,93.417206,25836.965
Spain,2017,5,81869.0,10.8,93.51543,26562.225
Spain,2018,4,82808.0,11.48,93.787224,27252.271
Spain,2019,24,83509.0,11.44,94.23591,27772.21
Sweden,2001,0,4108.0,4.28,21.783594,41561.134
Sweden,2002,0,4276.0,4.44,21.842323,42013.408
Sweden,2003,1,4268.0,4.42,21.913591,42830.592
Sweden,2004,0,4676.0,5.14,21.995571,43473.599
Sweden,2005,0,4883.0,5.1,22.082418,45112.441
Sweden,2006,7,4729.0,6.79,22.170725,46187.823
Sweden,2007,0,5224.0,6.94,22.295593,48076.816
Sweden,2008,0,4555.0,6.89,22.461699,49260.26
Sweden,2009,0,4899.0,6.47,22.637554,48426.375
Sweden,2010,0,5183.0,6.48,22.831118,45972.441
Sweden,2011,0,11567.0,6.49,23.026304,48204.113
Sweden,2012,0,12372.0,6.4,23.2007,49355.45
Sweden,2013,0,10980.0,6.38,23.373096,48788.288
Sweden,2014,7,10522.0,6.29,23.572327,48926.369
Sweden,2015,0,6482.0,7.96,23.807587,49555.05
Sweden,2016,0,6782.0,7.3,24.060593,51196.412
Sweden,2017,0,7054.0,6.66,24.364553,51745.68
Sweden,2018,0,7440.0,6.79,24.694994,51985.085
Sweden,2019,0,7616.0,7.53,24.98358,52362.4
Tonga,2001,0,32.0,19.07,142.63194,3563.938
Tonga,2002,0,37.0,19.51,143.47917,3594.58
Tonga,2003,0,40.0,19.96,144.2889,3734.978
Tonga,2004,0,41.0,19.39,145.1125,3715.962
Tonga,2005,0,42.0,12.86,145.95555,3624.849
Tonga,2006,0,39.0,14.55,146.78334,3589.469
Tonga,2007,0,46.0,7.91,147.59166,3491.315
Tonga,2008,0,50.0,7.86,148.25555,3388.933
Tonga,2009,0,45.7,7.53,148.66112,3540.175
Tonga,2010,9,47.1,13.59,148.91528,3350.435
Tonga,2011,0,46.0,11.22,149.1875,3371.116
Tonga,2012,3,47.4,10.47,149.42223,3595.256
Tonga,2013,0,48.2,19.29,149.27222,3684.488
Tonga,2014,0,50.4,11.97,148.74028,3656.131
Tonga,2015,1,53.8,19.36,148.09305,3745.312
Tonga,2016,0,59.1,12.28,147.375,3805.373
Tonga,2017,0,62.5,16.1,146.57777,4078.428
Tonga,2018,0,54.0,10.41,146.3514,4215.744
Tonga,2019,0,67.3,13.14,146.65277,4236.245
Trinidad and Tobago,2001,0,383.0,16.84,257.26724,10565.871
Trinidad and Tobago,2002,0,384.0,15.84,258.3963,10959.605
Trinidad and Tobago,2003,0,409.0,11.0,259.65244,11772.457
Trinidad and Tobago,2004,0,443.0,11.26,260.95868,13406.17
Trinidad and Tobago,2005,3,463.0,16.99,262.25848,14401.346
Trinidad and Tobago,2006,0,461.0,17.05,263.55554,15221.562
Trinidad and Tobago,2007,0,449.0,16.31,264.85498,17195.267
Trinidad and Tobago,2008,0,437.0,18.85,266.15613,17877.598
Trinidad and Tobago,2009,0,419.0,17.28,267.46393,18395.054
Trinidad and Tobago,2010,0,388.0,11.88,268.82184,17499.659
Trinidad and Tobago,2011,0,431.0,11.33,270.3035,17983.466
Trinidad and Tobago,2012,0,455.0,10.8,271.9279,17825.029
Trinidad and Tobago,2013,0,434.0,10.22,273.64795,17943.443
Trinidad and Tobago,2014,0,412.8,11.02,275.37192,18427.487
Trinidad and Tobago,2015,0,439.8,11.05,277.02435,18994.455
Trinidad and Tobago,2016,0,410.0,11.02,278.59454,18780.695
Trinidad and Tobago,2017,0,394.7,11.09,280.12302,17295.423
Trinidad and Tobago,2018,0,375.5,13.06,281.72806,16368.228
Trinidad and Tobago,2019,0,388.6,15.58,286.65146,15928.552
Tunisia,2001,0,5387.0,12.39,62.85363,2677.299
Tunisia,2002,0,5064.0,10.39,63.5278,2749.445
Tunisia,2003,0,5114.0,12.36,64.18332,2757.357
Tunisia,2004,8,5998.0,16.95,64.82774,2858.32
Tunisia,2005,0,6378.0,16.62,65.43621,3008.324
Tunisia,2006,0,6550.0,16.2,66.01103,3086.099
Tunisia,2007,0,6762.0,14.22,66.596344,3219.39
Tunisia,2008,16,7050.0,18.61,67.20974,3404.044
Tunisia,2009,0,7797.0,10.11,67.859406,3514.329
Tunisia,2010,17,7828.0,12.04,68.554855,3584.55
Tunisia,2011,0,5746.0,15.44,69.29701,3670.672
Tunisia,2012,0,6999.0,17.14,70.06978,3602.566
Tunisia,2013,0,7352.0,17.63,70.8654,3751.483
Tunisia,2014,0,7163.0,29.92,71.71321,3856.688
Tunisia,2015,0,5359.0,18.29,72.56884,3966.944
Tunisia,2016,0,5724.0,19.55,73.39257,4014.947
Tunisia,2017,0,7052.0,17.1,74.20621,4213.45
Tunisia,2018,0,8299.0,20.28,74.99037,4262.965
Tunisia,2019,6,9429.0,30.16,75.73066,4330.675
Tuvalu,2001,0,1.1,11.95,318.86667,2827.201
Tuvalu,2002,0,1.3,9.81,320.26666,2855.673
Tuvalu,2003,0,1.4,11.52,321.5,3064.064
Tuvalu,2004,0,1.3,11.9,323.83334,2946.872
Tuvalu,2005,0,1.1,11.41,327.96667,2861.752
Tuvalu,2006,0,1.1,10.14,332.13333,2709.668
Tuvalu,2007,0,1.1,11.76,335.93332,2755.839
Tuvalu,2008,0,1.7,11.61,340.13333,2894.48
Tuvalu,2009,0,1.6,7.35,344.8,3058.105
Tuvalu,2010,0,1.7,9.51,349.3,2892.494
Tuvalu,2011,0,1.2,9.83,354.5,2756.203
Tuvalu,2012,0,1.1,9.14,360.13333,2916.634
Tuvalu,2013,0,1.3,9.61,365.33334,2763.863
Tuvalu,2014,0,1.4,10.13,367.6,2913.253
Tuvalu,2015,0,2.4,10.11,366.9,2984.231
Tuvalu,2016,0,2.5,19.0,366.16666,3301.451
Tuvalu,2017,0,2.5,16.09,365.03333,3541.265
Tuvalu,2018,0,3.1,15.79,363.06668,3683.053
Tuvalu,2019,0,3.7,16.18,359.16666,3775.372
Ukraine,2001,10,9174.0,13.83,85.53099,1401.854
Ukraine,2002,9,10517.0,15.61,84.75467,1545.317
Ukraine,2003,0,12514.0,15.71,84.01325,1640.792
Ukraine,2004,0,15629.0,14.56,83.388214,1811.701
Ukraine,2005,0,17631.0,14.6,82.808945,2039.565
Ukraine,2006,0,18936.0,19.6,82.12903,2119.609
Ukraine,2007,803,23122.0,16.03,81.599396,2294.892
Ukraine,2008,0,25449.0,18.58,81.22679,2494.83
Ukraine,2009,38,20798.0,21.96,80.8063,2564.074
Ukraine,2010,32,21203.0,15.37,80.46899,2185.085
Ukraine,2011,6,21415.0,14.18,80.17949,2198.942
Ukraine,2012,0,23013.0,13.95,79.923805,2326.545
Ukraine,2013,195,24671.0,13.81,79.755005,2337.034
Ukraine,2014,2,12712.0,13.03,79.61125,2340.627
Ukraine,2015,0,12428.0,32.73,79.3448,2194.601
Ukraine,2016,0,13333.0,33.83,79.02123,1988.231
Ukraine,2017,40,14230.0,36.64,78.731155,2044.268
Ukraine,2018,37,14104.0,27.75,78.41912,2100.838
Ukraine,2019,0,13438.0,27.74,78.0271,2185.046
United States of America,2001,162,46927.0,14.46,30.771969,48733.403
United States of America,2002,153,43581.0,23.01,31.077576,48715.263
United States of America,2003,444,41218.0,22.96,31.384186,49059.619
United States of America,2004,231,46086.0,23.68,31.69288,49939.923
United States of America,2005,219,49206.0,23.68,32.007523,51351.687
United States of America,2006,1973,50977.0,21.43,32.327877,52613.952
United States of America,2007,338,56135.0,15.34,32.65732,53533.467
United States of America,2008,352,58007.0,15.37,32.99774,54042.85
United States of America,2009,303,55103.0,15.29,33.33949,53549.638
United States of America,2010,145,60010.0,13.69,33.67326,51652.825
United States of America,2011,138,63477.416,12.86,34.00552,52526.675
United States of America,2012,803,66966.897,15.54,34.338104,52831.696
United States of America,2013,318,71642.907,15.59,34.66719,53528.079
United States of America,2014,212,75379.354,15.0,34.994648,54150.221
United States of America,2015,205,77773.526,15.17,35.323116,55000.629
United States of America,2016,328,76407.488,14.22,35.65229,56097.923
United States of America,2017,269,77186.746,15.84,35.98604,56588.858
United States of America,2018,338,79745.918,15.92,36.31676,57451.606
United States of America,2019,290,79442.0,16.05,36.628525,58652.404
Uruguay,2001,7,1892.0,19.22,18.661936,10248.735
Uruguay,2002,0,1258.0,18.99,18.707901,9830.543
Uruguay,2003,2,1420.0,19.59,18.734247,9057.677
Uruguay,2004,0,1756.0,19.88,18.747503,9124.164
Uruguay,2005,0,1808.0,19.66,18.758753,9575.03
Uruguay,2006,7,1749.0,19.07,18.773718,10281.107
Uruguay,2007,0,1753.0,17.94,18.79504,10690.345
Uruguay,2008,2,1938.0,18.73,18.827305,11370.136
Uruguay,2009,0,2055.0,16.33,18.867466,12160.153
Uruguay,2010,1,2353.0,16.53,18.912655,12645.861
Uruguay,2011,4,2857.0,16.26,18.961153,13597.797
Uruguay,2012,0,2695.0,16.18,19.00828,14462.54
Uruguay,2013,0,2683.0,15.57,19.057285,15143.326
Uruguay,2014,0,2682.0,18.55,19.114016,16018.109
Uruguay,2015,0,2773.0,12.04,19.17691,16711.792
Uruguay,2016,2,3037.0,19.09,19.24364,16947.883
Uruguay,2017,8,3674.0,19.12,19.307959,17489.815
Uruguay,2018,0,3469.0,19.47,19.360325,17746.125
Uruguay,2019,0,3059.0,19.55,19.395144,17743.4
